Count,Country,State,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Service Count,Charge Category,Tenure Group,Avg Monthly Spend,High Value Customer,Family Customer,Long Term Customer,Internet User
1,United States,California,San Anselmo,94960,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733.0,0,6342,9,High,Very Loyal,93.51388888888889,1,1,1,1
1,United States,California,San Geronimo,94963,Male,No,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3,0,5254,5,Medium,Very Loyal,42.230645161290326,1,0,1,1
1,United States,California,San Quentin,94964,Female,Yes,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,0,6357,6,High,Very Loyal,72.93482142857142,1,1,1,1
1,United States,California,Tomales,94971,Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.95,613.95,0,4735,1,Low,Loyal,19.1859375,1,1,1,0
1,United States,California,Valley Ford,94972,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.5,402.85,0,5654,1,Low,Regular,19.183333333333334,1,0,0,0
1,United States,California,Woodacre,94973,Male,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1244.8,0,4803,1,Low,Very Loyal,20.07741935483871,1,1,1,0
1,United States,California,Alviso,95002,Female,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.4,0,5786,1,Low,New,23.2,1,0,0,1
1,United States,California,Aptos,95003,Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,581.85,0,2924,1,Low,Loyal,21.55,0,0,1,0
1,United States,California,Ben Lomond,95005,Female,No,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.05,1540.2,0,3695,6,Medium,Loyal,61.608,0,0,1,1
1,United States,California,Brookdale,95007,Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.65,5168.1,0,5154,7,High,Very Loyal,105.47142857142858,1,0,1,1
1,United States,California,Campbell,95008,Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,0,5331,8,High,Very Loyal,107.62063492063491,1,0,1,1
1,United States,California,Capitola,95010,Female,No,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.4,94.5,0,4929,1,Low,New,23.625,1,0,0,0
1,United States,California,Castroville,95012,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,55.3,0,2849,3,Medium,New,55.3,0,0,0,1
1,United States,California,Cupertino,95014,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,208.0,0,4032,1,Low,New,18.90909090909091,0,0,0,0
1,United States,California,Davenport,95017,Male,Yes,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,0,4368,3,High,Very Loyal,73.64903846153847,0,0,1,1
1,United States,California,Felton,95018,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,5294.6,0,4340,5,High,Very Loyal,88.24333333333334,0,0,1,1
1,United States,California,Freedom,95019,Male,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6889.8,0,6443,7,High,Very Loyal,107.653125,1,0,1,1
1,United States,California,Gilroy,95020,Female,No,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.2,3254.35,0,3976,6,High,Loyal,75.68255813953488,0,1,1,1
1,United States,California,Hollister,95023,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,0,5177,6,High,Very Loyal,104.65409836065574,1,0,1,1
1,United States,California,Los Gatos,95033,Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,0,5454,7,Medium,Very Loyal,67.38712121212122,1,0,1,1
1,United States,California,Milpitas,95035,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,0,6103,8,High,Very Loyal,109.26940298507463,1,0,1,1
1,United States,California,Morgan Hill,95037,Female,No,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4135.0,0,4545,6,High,Loyal,98.45238095238096,1,0,1,1
1,United States,California,Mount Hermon,95041,Female,No,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,697.7,0,5225,1,Low,Loyal,22.506451612903227,1,1,1,0
1,United States,California,Paicines,95043,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,168.65,0,5873,1,Low,New,24.092857142857145,1,0,0,0
1,United States,California,San Martin,95046,Male,No,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.2,2753.8,0,3997,6,High,Loyal,80.99411764705883,0,1,1,1
1,United States,California,Santa Clara,95050,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,69.25,0,2787,1,Low,New,23.08333333333333,0,0,0,0
1,United States,California,Santa Clara,95051,Female,No,Yes,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85,434.8,0,2958,1,Low,Regular,22.88421052631579,0,1,0,1
1,United States,California,Santa Cruz,95062,Male,No,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.35,107.25,0,5534,4,Medium,New,35.75,1,0,0,1
1,United States,California,Santa Cruz,95064,Male,No,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,851.2,0,5092,1,Low,Loyal,18.50434782608696,1,0,1,0
1,United States,California,Scotts Valley,95066,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.45,5848.6,0,5629,5,High,Very Loyal,84.76231884057971,1,1,1,1
1,United States,California,Saratoga,95070,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,109.8,0,5064,1,Low,New,21.96,1,0,0,0
1,United States,California,Soquel,95073,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,19.65,0,3625,1,Low,New,19.65,0,0,0,0
1,United States,California,Watsonville,95076,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,595.5,0,2194,1,Low,Loyal,22.90384615384616,0,0,1,0
1,United States,California,San Jose,95111,Male,No,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.3,2513.5,0,3847,6,High,Loyal,100.54,0,0,1,1
1,United States,California,San Jose,95112,Male,No,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,0,5168,4,High,Very Loyal,80.23984375,1,1,1,1
1,United States,California,San Jose,95113,Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.6,2000.2,0,4104,7,Medium,Loyal,66.67333333333333,0,1,1,1
1,United States,California,San Jose,95116,Male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,931.75,0,4599,2,High,Regular,71.67307692307692,1,0,0,1
1,United States,California,San Jose,95117,Female,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.0,7396.15,0,5189,9,High,Very Loyal,115.56484375,1,0,1,1
1,United States,California,San Jose,95118,Female,No,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3958.85,0,5756,5,High,Loyal,86.06195652173913,1,0,1,1
1,United States,California,San Jose,95119,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,260.9,0,3423,1,Low,New,21.741666666666664,0,0,0,0
1,United States,California,San Jose,95122,Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15,816.8,0,5916,5,Medium,Regular,62.83076923076923,1,1,0,1
1,United States,California,San Jose,95123,Female,No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),74.0,4868.4,0,4188,7,High,Very Loyal,72.66268656716417,0,1,1,1
1,United States,California,San Jose,95124,Male,No,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,29.1,688.0,0,4636,2,Low,Regular,28.666666666666668,1,0,1,1
1,United States,California,San Jose,95125,Male,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,288.35,0,3929,3,Medium,New,48.05833333333334,0,0,0,1
1,United States,California,San Jose,95128,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,185.4,0,2706,1,Low,New,18.54,0,0,0,0
1,United States,California,San Jose,95129,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,74.65,966.25,0,4172,3,High,Regular,74.32692307692308,0,0,0,1
1,United States,California,San Jose,95132,Male,Yes,No,No,7,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,265.8,0,3410,4,Medium,New,37.971428571428575,0,0,0,1
1,United States,California,San Jose,95133,Male,No,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4,3297.0,0,5292,8,High,Loyal,86.76315789473684,1,1,1,1
1,United States,California,San Jose,95134,Female,No,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,4107.3,0,4392,6,High,Loyal,95.5186046511628,0,0,1,1
1,United States,California,San Jose,95136,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,0,4398,8,High,Loyal,112.362,0,0,1,1
1,United States,California,San Jose,95138,Male,No,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.2,1567.55,0,5978,4,Medium,Loyal,58.0574074074074,1,0,1,1
1,United States,California,San Jose,95139,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,1851.45,0,5475,2,Low,Very Loyal,25.714583333333334,1,1,1,0
1,United States,California,Mount Hamilton,95140,Male,No,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.45,6028.95,0,4777,5,High,Very Loyal,84.91478873239437,1,0,1,1
1,United States,California,San Jose,95148,Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,0,5557,5,High,Regular,86.36458333333333,1,0,1,1
1,United States,California,Stockton,95203,Male,No,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.35,4317.35,0,5548,6,High,Very Loyal,75.74298245614035,1,0,1,1
1,United States,California,Stockton,95204,Female,No,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,0,5584,3,Medium,Regular,49.12,1,0,0,1
1,United States,California,Stockton,95205,Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.1,336.15,0,2333,4,High,New,84.0375,0,0,0,1
1,United States,California,Stockton,95206,Female,No,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.05,1522.65,0,4468,4,Medium,Loyal,54.38035714285714,0,0,1,1
1,United States,California,Stockton,95209,Female,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,0,5875,5,High,Very Loyal,90.17454545454548,1,0,1,1
1,United States,California,Stockton,95215,Male,No,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.1,1001.5,0,4391,1,Low,Very Loyal,18.20909090909091,0,0,1,0
1,United States,California,Stockton,95219,Female,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,442.6,0,2522,1,Low,Regular,22.130000000000003,0,1,0,0
1,United States,California,Acampo,95220,Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.05,6703.5,0,6361,7,High,Very Loyal,108.12096774193547,1,1,1,1
1,United States,California,Arnold,95223,Female,No,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.65,779.25,0,3678,1,Low,Loyal,18.12209302325581,0,0,1,0
1,United States,California,Burson,95225,Female,No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.85,3483.45,0,4029,5,Medium,Very Loyal,58.0575,0,0,1,1
1,United States,California,Campo Seco,95226,Male,No,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.1,4890.5,0,5666,8,High,Very Loyal,84.31896551724138,1,0,1,1
1,United States,California,Clements,95227,Male,No,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,136.75,0,5084,1,Low,New,19.535714285714285,1,0,0,0
1,United States,California,Copperopolis,95228,Male,No,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.1,184.15,0,5745,5,High,New,92.075,1,1,0,1
1,United States,California,Farmington,95230,Male,Yes,No,No,37,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.65,1315.0,0,2494,3,Medium,Loyal,35.54054054054054,0,0,1,1
1,United States,California,French Camp,95231,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,0,5669,7,High,Very Loyal,104.10923076923078,1,1,1,1
1,United States,California,Glencoe,95232,Female,No,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,757.95,0,3944,1,Low,Loyal,19.434615384615388,0,1,1,0
1,United States,California,Linden,95236,Male,No,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1657.4,0,6042,2,Low,Very Loyal,24.373529411764707,1,0,1,0
1,United States,California,Lockeford,95237,Female,No,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7,3008.55,0,5453,5,Medium,Very Loyal,48.525000000000006,1,1,1,1
1,United States,California,Lodi,95242,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,0,6452,8,High,Very Loyal,113.40416666666668,1,0,1,1
1,United States,California,Mokelumne Hill,95245,Female,No,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,875.55,0,5062,1,Low,Loyal,21.35487804878049,1,0,1,0
1,United States,California,Murphys,95247,Female,No,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,0,4042,4,Medium,New,55.1625,0,0,0,1
1,United States,California,San Andreas,95249,Male,No,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,0,4865,2,Low,Very Loyal,24.56415094339623,1,0,1,0
1,United States,California,Valley Springs,95252,Male,No,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.45,790.0,0,2165,1,Low,Loyal,20.25641025641025,0,0,1,0
1,United States,California,Wallace,95254,Male,No,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,1237.65,0,4538,1,Low,Very Loyal,19.645238095238096,1,0,1,0
1,United States,California,West Point,95255,Male,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35,378.6,0,2723,2,Low,Regular,25.24,0,0,0,0
1,United States,California,Wilseyville,95257,Female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.8,592.65,0,4369,2,Medium,Regular,45.58846153846154,0,0,0,1
1,United States,California,Woodbridge,95258,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,0,4014,3,Medium,New,50.15,0,0,0,1
1,United States,California,Atwater,95301,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,20.45,0,5925,1,Low,New,20.45,1,0,0,0
1,United States,California,Big Oak Flat,95305,Male,No,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,3638.25,0,6209,5,Medium,Very Loyal,60.6375,1,0,1,1
1,United States,California,Ceres,95307,Male,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,0,5507,6,High,Loyal,73.04375,1,0,1,1
1,United States,California,Columbia,95310,Female,No,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,0,5133,5,Medium,Very Loyal,60.87045454545454,1,0,1,1
1,United States,California,Coulterville,95311,Male,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,854.9,0,4439,1,Low,Loyal,20.354761904761904,0,1,1,0
1,United States,California,Cressey,95312,Female,Yes,No,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,4174.35,0,4657,6,Medium,Very Loyal,63.24772727272728,1,0,1,1
1,United States,California,Crows Landing,95313,Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,0,6148,6,High,Very Loyal,100.41938775510204,1,0,1,1
1,United States,California,Denair,95316,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,810.3,0,5913,1,Low,Loyal,19.76341463414634,1,0,1,0
1,United States,California,El Nido,95317,Female,No,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,772.4,0,4180,1,Low,Loyal,18.839024390243903,0,1,1,0
1,United States,California,El Portal,95318,Female,No,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,1936.85,0,2177,5,High,Regular,84.2108695652174,0,1,0,1
1,United States,California,Escalon,95320,Male,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.1,79.8,0,2013,1,Low,New,26.6,0,0,0,1
1,United States,California,Groveland,95321,Female,No,No,No,4,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,0,2682,5,Medium,New,50.5625,0,0,0,1
1,United States,California,Gustine,95322,Female,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,0,5432,1,Low,Very Loyal,20.58653846153846,1,1,1,0
1,United States,California,Hilmar,95324,Female,No,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.2,999.9,0,2405,6,High,New,90.9,0,0,0,1
1,United States,California,Hornitos,95325,Female,No,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,0,5766,4,Medium,New,56.55,1,0,0,1
1,United States,California,Hughson,95326,Female,No,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,0,5168,4,High,Loyal,77.53076923076922,1,0,1,1
1,United States,California,Jamestown,95327,Male,No,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,0,3607,4,Medium,Regular,60.59375,0,1,1,1
1,United States,California,Keyes,95328,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,246.7,0,4177,1,Low,New,20.558333333333334,0,0,0,0
1,United States,California,La Grange,95329,Male,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,0,4763,6,High,Very Loyal,100.29833333333332,1,0,1,1
1,United States,California,Lathrop,95330,Female,No,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,0,5240,9,High,Very Loyal,90.89765625,1,1,1,1
1,United States,California,Le Grand,95333,Male,No,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,0,5137,8,High,Very Loyal,84.77727272727273,1,0,1,1
1,United States,California,Livingston,95334,Female,No,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765.0,0,5687,4,High,Very Loyal,79.41666666666667,1,0,1,1
1,United States,California,Long Barn,95335,Male,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,0,2704,6,High,Regular,70.68529411764706,0,1,0,1
1,United States,California,Manteca,95336,Male,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,867.3,0,3433,1,Low,Loyal,20.65,0,1,1,0
1,United States,California,Manteca,95337,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,0,3043,3,Medium,New,50.15,0,0,0,1
1,United States,California,Mariposa,95338,Female,No,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,0,5144,5,Medium,Loyal,63.984042553191486,1,1,1,1
1,United States,California,Merced,95340,Female,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,252.75,0,4907,1,Low,New,25.275,1,0,0,0
1,United States,California,Midpines,95345,Male,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,0,4097,9,High,Very Loyal,90.09285714285714,0,0,1,1
1,United States,California,Mi Wuk Village,95346,Male,Yes,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,0,5269,6,High,Very Loyal,102.10522388059702,1,0,1,1
1,United States,California,Modesto,95351,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.6,44.6,0,4864,2,Medium,New,44.6,1,0,0,1
1,United States,California,Modesto,95354,Male,No,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,0,2624,5,Medium,New,56.55,0,0,0,1
1,United States,California,Modesto,95355,Female,No,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,0,5865,8,High,Very Loyal,107.31060606060606,1,1,1,1
1,United States,California,Modesto,95356,Female,No,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1017.35,0,4807,4,High,New,84.77916666666667,1,0,0,1
1,United States,California,Modesto,95357,Female,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,527.35,0,4690,1,Low,Regular,21.972916666666663,1,0,1,0
1,United States,California,Modesto,95358,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,0,3178,4,High,Loyal,82.5576923076923,0,0,1,1
1,United States,California,Oakdale,95361,Male,No,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.95,5969.85,0,4687,7,High,Very Loyal,104.7342105263158,1,0,1,1
1,United States,California,Pinecrest,95364,Female,No,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.95,1014.25,0,4650,2,Low,Loyal,24.14880952380953,1,1,1,0
1,United States,California,Ripon,95366,Female,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1225.65,0,5113,1,Low,Very Loyal,19.15078125,1,0,1,0
